order_id,brand_name,product_name,sales_ammount,sales_date,manufacturingcost
29716,Nokia,Nk400,91107.21,2018-05-01,836.00
29969,Apple,Macbook512,71050.04,2018-05-01,737.00
30328,Nokia,Nk500,36111.10,2018-05-01,779.00
30617,Apple,IpadMax,1139.49,2018-05-01,626.00
31018,Nokia,Nk400,99389.17,2018-05-01,836.00
31159,Nokia,Nk400,98531.64,2018-05-01,836.00
31363,Apple,laptop256,88816.06,2018-05-01,164.00
31441,Samsung,watch320,99834.85,2018-05-01,549.00
36558,Apple,Macbook512,36671.83,2018-05-01,737.00
37173,Samsung,galaxy12,13182.99,2018-05-01,549.00
37969,Samsung,galaxy12,14941.42,2018-05-01,549.00
38535,Apple,IpadMini,88380.85,2018-05-01,565.00
39186,Nokia,Nk500,19310.29,2018-05-01,779.00
39240,Samsung,galaxy12,16813.78,2018-05-01,549.00
39525,Nokia,Nk500,24974.19,2018-05-01,779.00
40181,Apple,iphone12,21182.97,2018-05-01,283.00
41145,Apple,iphone13,98114.47,2018-05-01,376.00
41458,Samsung,watch320,7089.82,2018-05-01,549.00
42528,Nokia,Nk400,75788.98,2018-05-01,836.00
42958,Samsung,galaxy12,58560.40,2018-05-01,549.00
43605,Apple,IpadMini,40768.39,2018-05-01,565.00
44546,Apple,IpadMini,5163.55,2018-05-01,565.00
45373,Apple,iphone12,30049.18,2018-05-01,283.00
46703,Samsung,galaxy12,58721.43,2018-05-01,549.00
49234,Samsung,galaxy11,39829.64,2018-05-01,587.00
49412,Nokia,Nk500,12705.36,2018-05-01,779.00
82,Samsung,galaxy11,65866.91,2018-05-02,587.00
1573,Samsung,galaxy13,32004.02,2018-05-02,867.00
1753,Nokia,Nk400,8781.10,2018-05-02,836.00
2347,Nokia,Nk500,31332.41,2018-05-02,779.00
3269,Samsung,galaxy11,64776.06,2018-05-02,587.00
3411,Apple,iphoneSE,96127.14,2018-05-02,823.00
3956,Apple,Macbook512,46562.36,2018-05-02,737.00
4479,Apple,iphoneSE,9230.52,2018-05-02,823.00
6441,Apple,IpadMini,60583.80,2018-05-02,565.00
6549,Nokia,Nk400,15840.63,2018-05-02,836.00
6840,Apple,iphoneSE,19094.04,2018-05-02,823.00
6931,Samsung,galaxy10,83558.75,2018-05-02,431.00
8807,Apple,iphoneSE,54980.04,2018-05-02,823.00
9349,Nokia,Nk400,23509.25,2018-05-02,836.00
10030,Apple,IpadMax,61856.28,2018-05-02,626.00
11393,Apple,iphone13,85536.71,2018-05-02,376.00
11407,Nokia,Nk400,74750.72,2018-05-02,836.00
12497,Apple,laptop256,41767.72,2018-05-02,164.00
12513,Samsung,watch320,24893.29,2018-05-02,549.00
14216,Samsung,galaxy13,81180.58,2018-05-02,867.00
14554,Samsung,galaxy11,79312.90,2018-05-02,587.00
14901,Apple,iphoneSE,69132.52,2018-05-02,823.00
16654,Apple,iphoneSE,34108.16,2018-05-02,823.00
17860,Samsung,galaxy11,10057.12,2018-05-02,587.00
18473,Nokia,Nk500,98652.06,2018-05-02,779.00
21330,Nokia,Nk400,59595.41,2018-05-02,836.00
22036,Samsung,galaxy13,30863.00,2018-05-02,867.00
24069,Samsung,watch320,25215.73,2018-05-02,549.00
24165,Samsung,watch320,17547.92,2018-05-02,549.00
25028,Samsung,galaxy11,44809.24,2018-05-02,587.00
26704,Nokia,Nk500,57128.55,2018-05-02,779.00
26738,Nokia,Nk400,61502.43,2018-05-02,836.00
27957,Samsung,galaxy13,94118.68,2018-05-02,867.00
28817,Nokia,Nk400,24798.67,2018-05-02,836.00
30535,Nokia,Nk400,98185.68,2018-05-02,836.00
31980,Apple,iphone12,62153.16,2018-05-02,283.00
32151,Apple,iphone12,76319.76,2018-05-02,283.00
32394,Nokia,Nk400,91562.16,2018-05-02,836.00
33264,Nokia,Nk400,99531.60,2018-05-02,836.00
36055,Samsung,galaxy10,59999.23,2018-05-02,431.00
37589,Apple,laptop256,6781.36,2018-05-02,164.00
37634,Apple,iphone12,1898.34,2018-05-02,283.00
39188,Apple,iphone13,10309.03,2018-05-02,376.00
39610,Nokia,Nk400,13982.45,2018-05-02,836.00
39780,Apple,iphoneSE,59506.44,2018-05-02,823.00
39919,Samsung,galaxy10,33187.36,2018-05-02,431.00
40894,Nokia,Nk400,70610.80,2018-05-02,836.00
41589,Samsung,galaxy13,23276.14,2018-05-02,867.00
42637,Nokia,Nk500,74836.17,2018-05-02,779.00
42980,Apple,iphone12,76170.14,2018-05-02,283.00
44914,Samsung,galaxy12,14414.71,2018-05-02,549.00
44943,Apple,laptop256,17214.56,2018-05-02,164.00
45699,Samsung,galaxy13,57638.94,2018-05-02,867.00
46845,Apple,Macbook512,25584.32,2018-05-02,737.00
47331,Apple,iphone12,97009.92,2018-05-02,283.00
48225,Apple,iphone12,28226.85,2018-05-02,283.00
48585,Nokia,Nk500,60027.53,2018-05-02,779.00
48656,Apple,iphone12,62700.57,2018-05-02,283.00
49091,Nokia,Nk400,43497.56,2018-05-02,836.00
1047,Apple,Macbook512,84908.97,2018-05-03,737.00
2003,Samsung,galaxy13,45632.83,2018-05-03,867.00
2693,Samsung,galaxy11,29006.91,2018-05-03,587.00
3646,Apple,iphoneSE,92794.66,2018-05-03,823.00
4214,Apple,laptop256,10870.34,2018-05-03,164.00
6257,Apple,iphone13,87603.94,2018-05-03,376.00
6349,Nokia,Nk500,17477.37,2018-05-03,779.00
6807,Samsung,galaxy10,78954.39,2018-05-03,431.00
6900,Apple,laptop256,6449.99,2018-05-03,164.00
7193,Apple,IpadMini,27897.67,2018-05-03,565.00
7228,Samsung,galaxy13,24822.56,2018-05-03,867.00
7634,Apple,Macbook512,28745.40,2018-05-03,737.00
7903,Apple,iphone12,11640.47,2018-05-03,283.00
8141,Nokia,Nk500,24367.13,2018-05-03,779.00
11219,Samsung,galaxy11,91226.89,2018-05-03,587.00
11255,Samsung,galaxy13,16034.82,2018-05-03,867.00
11565,Apple,IpadMini,50251.28,2018-05-03,565.00
12168,Nokia,Nk500,40585.47,2018-05-03,779.00
13178,Samsung,galaxy12,68151.11,2018-05-03,549.00
13821,Samsung,galaxy10,92016.49,2018-05-03,431.00
15588,Apple,iphone12,97221.70,2018-05-03,283.00
16480,Apple,laptop256,39810.82,2018-05-03,164.00
17532,Samsung,galaxy13,33783.63,2018-05-03,867.00
18231,Samsung,watch320,39411.37,2018-05-03,549.00
19150,Samsung,galaxy10,2341.73,2018-05-03,431.00
19396,Apple,iphoneSE,30466.66,2018-05-03,823.00
19420,Samsung,watch320,4377.43,2018-05-03,549.00
21413,Apple,iphone13,937.92,2018-05-03,376.00
21669,Samsung,galaxy13,15786.42,2018-05-03,867.00
21776,Samsung,galaxy11,27484.73,2018-05-03,587.00
23217,Nokia,Nk400,28969.20,2018-05-03,836.00
23694,Samsung,galaxy12,17895.35,2018-05-03,549.00
24064,Samsung,galaxy12,62919.14,2018-05-03,549.00
24309,Apple,Macbook512,27838.77,2018-05-03,737.00
26682,Apple,laptop256,8816.91,2018-05-03,164.00
26910,Apple,iphone12,73536.37,2018-05-03,283.00
26927,Nokia,Nk500,50614.12,2018-05-03,779.00
27890,Samsung,galaxy13,38464.29,2018-05-03,867.00
28866,Apple,iphone12,33469.22,2018-05-03,283.00
29043,Samsung,galaxy11,61780.31,2018-05-03,587.00
29431,Nokia,Nk500,37436.06,2018-05-03,779.00
29543,Samsung,galaxy12,17438.83,2018-05-03,549.00
30253,Apple,IpadMax,5202.04,2018-05-03,626.00
30685,Samsung,galaxy10,66788.99,2018-05-03,431.00
31076,Nokia,Nk400,41007.25,2018-05-03,836.00
31272,Nokia,Nk500,84898.56,2018-05-03,779.00
33152,Nokia,Nk400,34088.78,2018-05-03,836.00
34524,Nokia,Nk500,22024.08,2018-05-03,779.00
34776,Nokia,Nk500,47109.93,2018-05-03,779.00
35354,Nokia,Nk400,79678.81,2018-05-03,836.00
36173,Samsung,watch320,22256.09,2018-05-03,549.00
36201,Samsung,watch320,61060.06,2018-05-03,549.00
36341,Apple,iphoneSE,2549.14,2018-05-03,823.00
36621,Samsung,galaxy10,61019.24,2018-05-03,431.00
37059,Samsung,watch320,26676.11,2018-05-03,549.00
37990,Nokia,Nk400,38926.61,2018-05-03,836.00
39093,Apple,iphoneSE,96660.33,2018-05-03,823.00
42463,Nokia,Nk400,18191.66,2018-05-03,836.00
43264,Apple,iphone13,81635.74,2018-05-03,376.00
45424,Samsung,galaxy11,81900.10,2018-05-03,587.00
45594,Samsung,galaxy13,64168.58,2018-05-03,867.00
46823,Apple,laptop256,98206.73,2018-05-03,164.00
47274,Samsung,galaxy11,17970.43,2018-05-03,587.00
48071,Nokia,Nk400,89446.62,2018-05-03,836.00
48158,Samsung,galaxy11,94323.39,2018-05-03,587.00
48164,Nokia,Nk400,89641.95,2018-05-03,836.00
48739,Samsung,galaxy10,84518.98,2018-05-03,431.00
48876,Nokia,Nk400,3740.10,2018-05-03,836.00
49959,Nokia,Nk400,41310.71,2018-05-03,836.00
817,Samsung,galaxy11,90566.61,2018-05-04,587.00
916,Samsung,galaxy11,5129.55,2018-05-04,587.00
1194,Apple,Macbook512,3465.83,2018-05-04,737.00
1548,Apple,IpadMini,16440.36,2018-05-04,565.00
1857,Apple,IpadMax,78463.63,2018-05-04,626.00
2304,Apple,Macbook512,8826.75,2018-05-04,737.00
2473,Apple,IpadMini,72816.29,2018-05-04,565.00
3465,Apple,laptop256,42198.79,2018-05-04,164.00
4772,Samsung,galaxy11,57320.25,2018-05-04,587.00
5620,Apple,iphone13,64076.73,2018-05-04,376.00
6518,Nokia,Nk500,71820.79,2018-05-04,779.00
8373,Samsung,watch320,10359.34,2018-05-04,549.00
10099,Nokia,Nk400,20616.29,2018-05-04,836.00
10434,Nokia,Nk500,96892.02,2018-05-04,779.00
11150,Samsung,galaxy13,58738.51,2018-05-04,867.00
12480,Apple,iphoneSE,24757.03,2018-05-04,823.00
14256,Samsung,watch320,98822.77,2018-05-04,549.00
14465,Samsung,galaxy11,52989.78,2018-05-04,587.00
14904,Nokia,Nk500,4306.04,2018-05-04,779.00
15327,Samsung,galaxy11,43381.83,2018-05-04,587.00
16299,Apple,iphone12,64626.42,2018-05-04,283.00
16821,Nokia,Nk500,31731.41,2018-05-04,779.00
17128,Nokia,Nk400,93575.06,2018-05-04,836.00
17554,Nokia,Nk500,23235.40,2018-05-04,779.00
21130,Samsung,watch320,74896.89,2018-05-04,549.00
22552,Samsung,galaxy13,41285.38,2018-05-04,867.00
23483,Nokia,Nk500,57722.31,2018-05-04,779.00
23490,Nokia,Nk500,99767.55,2018-05-04,779.00
26294,Nokia,Nk400,62437.82,2018-05-04,836.00
27288,Apple,IpadMax,78667.38,2018-05-04,626.00
29785,Samsung,watch320,90392.35,2018-05-04,549.00
30592,Nokia,Nk400,92104.44,2018-05-04,836.00
32744,Nokia,Nk400,42029.74,2018-05-04,836.00
32924,Samsung,galaxy10,93364.28,2018-05-04,431.00
34516,Nokia,Nk500,3807.85,2018-05-04,779.00
35983,Nokia,Nk400,74064.28,2018-05-04,836.00
36900,Nokia,Nk400,14883.51,2018-05-04,836.00
37058,Samsung,watch320,86489.00,2018-05-04,549.00
37214,Nokia,Nk400,75152.04,2018-05-04,836.00
39234,Apple,iphoneSE,95381.29,2018-05-04,823.00
39879,Nokia,Nk400,87737.83,2018-05-04,836.00
39951,Samsung,galaxy10,9481.95,2018-05-04,431.00
43012,Samsung,galaxy12,94422.78,2018-05-04,549.00
43641,Apple,iphoneSE,90677.58,2018-05-04,823.00
44768,Nokia,Nk400,31327.58,2018-05-04,836.00
45382,Samsung,galaxy10,45970.62,2018-05-04,431.00
45737,Apple,laptop256,47668.96,2018-05-04,164.00
46330,Samsung,galaxy11,81016.98,2018-05-04,587.00
49815,Nokia,Nk400,28160.74,2018-05-04,836.00
83,Apple,iphoneSE,58837.84,2018-05-05,823.00
407,Apple,iphone12,55586.92,2018-05-05,283.00
3669,Samsung,galaxy13,56191.72,2018-05-05,867.00
4141,Samsung,galaxy10,11734.78,2018-05-05,431.00
5000,Apple,IpadMax,93982.49,2018-05-05,626.00
6532,Samsung,galaxy12,25014.81,2018-05-05,549.00
6838,Samsung,galaxy10,40168.00,2018-05-05,431.00
6889,Samsung,galaxy11,85947.52,2018-05-05,587.00
7321,Samsung,galaxy10,5819.33,2018-05-05,431.00
7825,Apple,IpadMax,31430.04,2018-05-05,626.00
8691,Nokia,Nk400,83279.82,2018-05-05,836.00
8800,Samsung,galaxy11,56494.09,2018-05-05,587.00
9344,Samsung,galaxy12,10907.40,2018-05-05,549.00
11795,Nokia,Nk400,46510.78,2018-05-05,836.00
12505,Apple,iphone13,2371.61,2018-05-05,376.00
12727,Nokia,Nk500,73711.95,2018-05-05,779.00
14506,Samsung,galaxy10,53141.84,2018-05-05,431.00
16523,Samsung,galaxy10,1442.38,2018-05-05,431.00
16568,Apple,Macbook512,72101.93,2018-05-05,737.00
16753,Apple,iphone12,44886.55,2018-05-05,283.00
16954,Samsung,galaxy10,49755.38,2018-05-05,431.00
19061,Nokia,Nk400,88384.04,2018-05-05,836.00
20957,Samsung,watch320,85462.70,2018-05-05,549.00
21450,Nokia,Nk400,38519.52,2018-05-05,836.00
23425,Apple,iphone12,26541.35,2018-05-05,283.00
25572,Apple,iphone13,72958.32,2018-05-05,376.00
25904,Samsung,watch320,444.81,2018-05-05,549.00
28471,Nokia,Nk400,97311.35,2018-05-05,836.00
32154,Apple,laptop256,77555.45,2018-05-05,164.00
33463,Nokia,Nk500,63591.10,2018-05-05,779.00
33499,Apple,iphoneSE,46622.05,2018-05-05,823.00
34273,Samsung,galaxy13,34220.84,2018-05-05,867.00
34756,Apple,iphone13,95524.71,2018-05-05,376.00
35089,Samsung,watch320,45445.02,2018-05-05,549.00
35666,Apple,laptop256,56601.81,2018-05-05,164.00
37599,Apple,IpadMini,98981.49,2018-05-05,565.00
38364,Nokia,Nk500,86399.33,2018-05-05,779.00
39162,Nokia,Nk500,22514.76,2018-05-05,779.00
41058,Samsung,galaxy13,36646.08,2018-05-05,867.00
42276,Apple,IpadMini,96850.46,2018-05-05,565.00
44022,Apple,iphoneSE,82602.60,2018-05-05,823.00
46651,Samsung,galaxy12,25919.27,2018-05-05,549.00
46759,Apple,IpadMini,5064.50,2018-05-05,565.00
47450,Apple,laptop256,90991.76,2018-05-05,164.00
47470,Apple,Macbook512,22901.05,2018-05-05,737.00
47880,Apple,iphone13,85155.76,2018-05-05,376.00
49052,Nokia,Nk400,69915.76,2018-05-05,836.00
49211,Samsung,watch320,47873.01,2018-05-05,549.00
49563,Samsung,galaxy13,70504.98,2018-05-05,867.00
403,Apple,iphone12,91807.83,2018-05-06,283.00
581,Apple,iphone13,99628.00,2018-05-06,376.00
2246,Samsung,galaxy10,26438.46,2018-05-06,431.00
5121,Samsung,watch320,29620.37,2018-05-06,549.00
5385,Nokia,Nk400,5400.11,2018-05-06,836.00
6014,Samsung,watch320,52927.99,2018-05-06,549.00
7076,Samsung,galaxy10,99540.65,2018-05-06,431.00
7425,Nokia,Nk400,38630.74,2018-05-06,836.00
7610,Samsung,galaxy11,69918.10,2018-05-06,587.00
8516,Apple,iphone13,60091.82,2018-05-06,376.00
9886,Apple,laptop256,99988.49,2018-05-06,164.00
11312,Nokia,Nk500,24701.83,2018-05-06,779.00
13097,Apple,IpadMax,5161.24,2018-05-06,626.00
13784,Apple,IpadMax,1973.38,2018-05-06,626.00
16392,Apple,iphone13,47908.11,2018-05-06,376.00
16599,Nokia,Nk500,64789.76,2018-05-06,779.00
17915,Apple,iphoneSE,32523.30,2018-05-06,823.00
18316,Nokia,Nk400,48804.70,2018-05-06,836.00
18916,Samsung,galaxy10,61759.35,2018-05-06,431.00
19039,Nokia,Nk500,88589.13,2018-05-06,779.00
20088,Samsung,galaxy10,77738.73,2018-05-06,431.00
21175,Samsung,galaxy12,47218.39,2018-05-06,549.00
22822,Samsung,galaxy12,25181.82,2018-05-06,549.00
24018,Nokia,Nk500,61545.65,2018-05-06,779.00
24121,Nokia,Nk500,25894.65,2018-05-06,779.00
27324,Apple,iphone12,81684.75,2018-05-06,283.00
29480,Samsung,galaxy10,16979.42,2018-05-06,431.00
33250,Apple,Macbook512,77082.28,2018-05-06,737.00
34082,Samsung,galaxy11,25725.11,2018-05-06,587.00
34297,Apple,Macbook512,52352.94,2018-05-06,737.00
34700,Nokia,Nk400,92388.35,2018-05-06,836.00
36484,Nokia,Nk500,55474.42,2018-05-06,779.00
38091,Samsung,galaxy11,85617.20,2018-05-06,587.00
38916,Nokia,Nk400,36080.95,2018-05-06,836.00
40451,Apple,iphone13,18493.99,2018-05-06,376.00
41679,Apple,IpadMini,1514.48,2018-05-06,565.00
43166,Apple,IpadMini,55511.51,2018-05-06,565.00
43411,Apple,iphone12,31792.71,2018-05-06,283.00
43420,Nokia,Nk500,15354.99,2018-05-06,779.00
44028,Nokia,Nk500,30989.64,2018-05-06,779.00
46077,Samsung,galaxy11,76606.85,2018-05-06,587.00
47030,Samsung,galaxy10,36026.11,2018-05-06,431.00
47543,Nokia,Nk500,93732.46,2018-05-06,779.00
47566,Samsung,watch320,16477.48,2018-05-06,549.00
2625,Nokia,Nk400,29418.20,2018-05-07,836.00
2653,Nokia,Nk400,40173.51,2018-05-07,836.00
4111,Nokia,Nk400,68052.78,2018-05-07,836.00
4707,Samsung,galaxy13,12542.48,2018-05-07,867.00
4722,Nokia,Nk400,24232.82,2018-05-07,836.00
5241,Apple,iphone13,58272.69,2018-05-07,376.00
5508,Apple,Macbook512,26554.00,2018-05-07,737.00
6070,Samsung,galaxy13,31076.39,2018-05-07,867.00
6145,Nokia,Nk500,81057.40,2018-05-07,779.00
7546,Apple,iphoneSE,98779.73,2018-05-07,823.00
8908,Samsung,galaxy12,71188.09,2018-05-07,549.00
10287,Nokia,Nk400,21019.54,2018-05-07,836.00
10518,Samsung,galaxy10,60993.72,2018-05-07,431.00
12046,Apple,laptop256,88901.50,2018-05-07,164.00
12241,Samsung,galaxy13,30558.50,2018-05-07,867.00
12254,Nokia,Nk500,31895.16,2018-05-07,779.00
12744,Samsung,watch320,24831.96,2018-05-07,549.00
13926,Nokia,Nk400,39621.72,2018-05-07,836.00
15481,Apple,IpadMini,78183.84,2018-05-07,565.00
15607,Nokia,Nk400,39120.72,2018-05-07,836.00
15610,Samsung,galaxy13,19806.70,2018-05-07,867.00
16589,Nokia,Nk500,25785.25,2018-05-07,779.00
17698,Apple,IpadMax,70626.33,2018-05-07,626.00
18326,Apple,iphone12,91426.58,2018-05-07,283.00
19664,Nokia,Nk400,85703.74,2018-05-07,836.00
19826,Samsung,galaxy10,30331.22,2018-05-07,431.00
21457,Samsung,galaxy13,53904.71,2018-05-07,867.00
22628,Apple,IpadMini,17609.72,2018-05-07,565.00
22687,Apple,Macbook512,15101.44,2018-05-07,737.00
22917,Apple,iphoneSE,14012.31,2018-05-07,823.00
23667,Nokia,Nk400,68366.37,2018-05-07,836.00
24388,Nokia,Nk400,71713.06,2018-05-07,836.00
26191,Samsung,galaxy12,26083.73,2018-05-07,549.00
26284,Samsung,galaxy13,43580.01,2018-05-07,867.00
26440,Nokia,Nk500,90652.95,2018-05-07,779.00
28313,Nokia,Nk500,65159.40,2018-05-07,779.00
29984,Apple,laptop256,60792.18,2018-05-07,164.00
30284,Nokia,Nk400,54450.93,2018-05-07,836.00
30537,Apple,iphone13,9803.33,2018-05-07,376.00
31077,Apple,Macbook512,56545.78,2018-05-07,737.00
31359,Samsung,galaxy10,27217.56,2018-05-07,431.00
32170,Samsung,galaxy12,14695.78,2018-05-07,549.00
33275,Samsung,galaxy10,93674.13,2018-05-07,431.00
33758,Nokia,Nk400,1949.08,2018-05-07,836.00
35401,Apple,iphone13,95755.30,2018-05-07,376.00
37065,Samsung,galaxy12,75336.29,2018-05-07,549.00
39211,Nokia,Nk500,62707.74,2018-05-07,779.00
39648,Nokia,Nk400,96049.56,2018-05-07,836.00
40256,Samsung,galaxy12,92302.29,2018-05-07,549.00
40336,Nokia,Nk500,87134.69,2018-05-07,779.00
42054,Apple,iphoneSE,26235.93,2018-05-07,823.00
43913,Samsung,galaxy10,72217.74,2018-05-07,431.00
44820,Nokia,Nk400,98071.82,2018-05-07,836.00
48364,Nokia,Nk500,95925.12,2018-05-07,779.00
1336,Apple,iphone12,44833.37,2018-05-08,283.00
2087,Apple,iphoneSE,26197.94,2018-05-08,823.00
3868,Samsung,galaxy10,56212.04,2018-05-08,431.00
4376,Apple,laptop256,97862.76,2018-05-08,164.00
4392,Apple,Macbook512,13685.68,2018-05-08,737.00
5429,Apple,iphone12,282.63,2018-05-08,283.00
8983,Samsung,galaxy13,62596.06,2018-05-08,867.00
9274,Samsung,galaxy12,3665.97,2018-05-08,549.00
10031,Apple,iphone12,41423.67,2018-05-08,283.00
10477,Apple,laptop256,82006.02,2018-05-08,164.00
10625,Apple,iphone12,52670.88,2018-05-08,283.00
11063,Samsung,galaxy10,81232.76,2018-05-08,431.00
12688,Samsung,galaxy11,82001.06,2018-05-08,587.00
12742,Samsung,galaxy10,85589.32,2018-05-08,431.00
12800,Nokia,Nk500,23486.41,2018-05-08,779.00
12862,Apple,IpadMax,96475.11,2018-05-08,626.00
13229,Nokia,Nk500,38785.98,2018-05-08,779.00
13256,Apple,iphone13,84707.06,2018-05-08,376.00
13544,Nokia,Nk500,32013.98,2018-05-08,779.00
13895,Samsung,galaxy10,66674.84,2018-05-08,431.00
14005,Nokia,Nk400,11860.33,2018-05-08,836.00
14356,Apple,Macbook512,71259.44,2018-05-08,737.00
14770,Samsung,galaxy11,17839.88,2018-05-08,587.00
15065,Apple,iphone13,48935.71,2018-05-08,376.00
15317,Samsung,galaxy11,33494.67,2018-05-08,587.00
15929,Samsung,galaxy11,19491.29,2018-05-08,587.00
17515,Nokia,Nk400,68937.62,2018-05-08,836.00
19975,Apple,iphoneSE,62246.59,2018-05-08,823.00
20065,Samsung,galaxy13,2321.49,2018-05-08,867.00
20594,Apple,iphone13,64402.24,2018-05-08,376.00
21610,Nokia,Nk500,28156.55,2018-05-08,779.00
21875,Apple,IpadMini,36955.50,2018-05-08,565.00
23445,Nokia,Nk500,35925.31,2018-05-08,779.00
26097,Apple,IpadMax,74069.74,2018-05-08,626.00
26234,Samsung,galaxy13,46837.41,2018-05-08,867.00
27697,Samsung,galaxy11,77020.34,2018-05-08,587.00
29520,Apple,Macbook512,41351.94,2018-05-08,737.00
30055,Nokia,Nk400,19445.97,2018-05-08,836.00
30226,Apple,IpadMini,73482.82,2018-05-08,565.00
30453,Nokia,Nk500,44717.42,2018-05-08,779.00
31432,Apple,iphone12,61552.72,2018-05-08,283.00
31649,Apple,IpadMini,50551.28,2018-05-08,565.00
32838,Nokia,Nk500,81488.36,2018-05-08,779.00
33538,Apple,iphone13,8141.53,2018-05-08,376.00
34488,Samsung,galaxy10,37234.07,2018-05-08,431.00
34702,Samsung,galaxy12,9323.47,2018-05-08,549.00
37757,Apple,IpadMini,45466.51,2018-05-08,565.00
39548,Apple,iphone13,45225.05,2018-05-08,376.00
41149,Nokia,Nk500,45753.46,2018-05-08,779.00
41353,Nokia,Nk400,69810.58,2018-05-08,836.00
41568,Nokia,Nk500,28228.67,2018-05-08,779.00
41668,Nokia,Nk500,33774.82,2018-05-08,779.00
41936,Nokia,Nk500,71002.55,2018-05-08,779.00
42285,Apple,iphone13,75717.04,2018-05-08,376.00
42979,Apple,IpadMini,97581.52,2018-05-08,565.00
44224,Apple,laptop256,62769.99,2018-05-08,164.00
45240,Nokia,Nk400,13196.04,2018-05-08,836.00
45640,Samsung,galaxy10,57974.96,2018-05-08,431.00
305,Apple,iphoneSE,42228.83,2018-05-09,823.00
1699,Samsung,galaxy10,92108.59,2018-05-09,431.00
4854,Apple,IpadMax,84740.61,2018-05-09,626.00
5740,Samsung,watch320,79567.47,2018-05-09,549.00
6166,Apple,IpadMax,49536.29,2018-05-09,626.00
6609,Apple,iphone13,56215.67,2018-05-09,376.00
7870,Apple,Macbook512,93272.50,2018-05-09,737.00
8619,Apple,Macbook512,96130.08,2018-05-09,737.00
8694,Nokia,Nk400,71099.59,2018-05-09,836.00
10043,Samsung,galaxy12,67112.94,2018-05-09,549.00
10574,Nokia,Nk500,6243.25,2018-05-09,779.00
11706,Apple,iphone13,61215.11,2018-05-09,376.00
12424,Apple,iphoneSE,59880.81,2018-05-09,823.00
12790,Apple,IpadMax,84410.38,2018-05-09,626.00
15264,Nokia,Nk500,29577.12,2018-05-09,779.00
16128,Nokia,Nk400,9789.67,2018-05-09,836.00
19065,Samsung,galaxy13,3993.64,2018-05-09,867.00
19079,Apple,IpadMini,80314.68,2018-05-09,565.00
19433,Apple,Macbook512,44574.35,2018-05-09,737.00
21509,Nokia,Nk500,60205.98,2018-05-09,779.00
22014,Samsung,galaxy11,80112.64,2018-05-09,587.00
22561,Samsung,galaxy13,43384.98,2018-05-09,867.00
22582,Samsung,galaxy13,82058.04,2018-05-09,867.00
22786,Nokia,Nk400,80123.29,2018-05-09,836.00
22843,Apple,iphone13,81654.29,2018-05-09,376.00
23358,Samsung,watch320,86494.64,2018-05-09,549.00
23457,Apple,iphone12,40406.63,2018-05-09,283.00
24963,Apple,Macbook512,55635.92,2018-05-09,737.00
27092,Samsung,watch320,70054.77,2018-05-09,549.00
28247,Apple,iphone12,89327.32,2018-05-09,283.00
31014,Samsung,galaxy11,67221.95,2018-05-09,587.00
31233,Apple,iphoneSE,3091.64,2018-05-09,823.00
34892,Samsung,galaxy12,1687.37,2018-05-09,549.00
35432,Nokia,Nk400,79784.27,2018-05-09,836.00
35435,Apple,iphoneSE,18993.81,2018-05-09,823.00
