orderid,brand_name,product_name,sales_ammount,sales_date
0000091,Nokia,Nk320,56675.6,2020-02-08
0000092,Samsung,galaxy12,22516.12,2018-06-19
0000093,Apple,iphone12,76474.79,2018-09-14
0000094,Nokia,Nk400,98969.12,2018-11-22
0000095,Samsung,galaxy10,48094.83,2020-03-31
0000096,Samsung,galaxy13,28848.69,2020-03-19
0000097,Samsung,watch340,47123.31,2019-03-16
0000098,Apple,iphoneSE,12397.85,2018-12-30
0000099,Apple,IpadMax,9938.27,2018-06-18
0000100,Nokia,Nk400,23198.05,2018-09-14
0000101,Nokia,Nk320,40146.25,2018-05-14
0000102,Nokia,Nk500,30738.48,2018-06-18
0000103,Nokia,Nk400,58727.5,2019-06-03
0000104,Nokia,Nk320,31802.46,2020-01-02
0000105,Nokia,Nk500,58123.21,2019-12-31
0000106,Apple,laptop256,45569.49,2018-05-12
0000107,Nokia,Nk400,74090.17,2018-11-15
0000108,Apple,IpadMax,30142.12,2020-04-04
0000109,Apple,Macbook512,89087.44,2019-06-16
0000110,Apple,iphoneSE,19081.62,2019-09-11
0000111,Apple,IpadMini,53197.91,2018-11-04
0000112,Apple,IpadMax,54365.77,2019-08-12
0000113,Samsung,galaxy10,34978.09,2019-01-21
0000114,Apple,iphone11,74501.41,2018-05-12
0000115,Apple,iphone13,20977.57,2018-09-28
0000116,Apple,laptop256,20398.19,2020-01-19
0000117,Nokia,Nk500,69935.5,2020-01-21
0000118,Samsung,galaxy13,54071.11,2018-11-07
0000119,Nokia,Nk400,31482.18,2019-08-11
0000120,Samsung,watch340,95356.12,2018-10-28
0000121,Apple,iphoneSE,6857.44,2018-09-04
0000122,Samsung,watch340,24909.84,2019-09-15
0000123,Apple,iphone11,21832.73,2020-03-02
0000124,Apple,Macbook512,68302.37,2018-11-18
0000125,Nokia,Nk320,23230.75,2020-01-05
0000126,Apple,iphone12,21099.4,2019-01-02
0000127,Samsung,galaxy10,44481.66,2018-05-21
0000128,Samsung,galaxy10,85375.23,2020-01-18
0000129,Samsung,watch340,69238.73,2019-10-27
0000130,Samsung,watch320,11587.34,2019-03-28
0000131,Nokia,Nk320,30254.4,2018-08-01
0000132,Nokia,Nk400,51356.08,2019-06-29
0000133,Samsung,galaxy10,14046.69,2019-10-19
0000134,Nokia,Nk400,52447.9,2019-07-19
0000135,Nokia,Nk400,65240.99,2018-11-21
0000136,Apple,laptop256,83717.49,2018-09-12
0000137,Apple,laptop256,51797.18,2019-08-07
0000138,Apple,Macbook512,36989.69,2019-06-15
0000139,Nokia,Nk400,9229.12,2019-07-06
0000140,Apple,iphone13,94324.52,2019-11-28
0000141,Nokia,Nk500,91676.38,2018-06-21
0000142,Nokia,Nk500,25870.31,2018-10-20
0000143,Apple,IpadMax,35864.63,2020-02-11
0000144,Samsung,galaxy10,5398.11,2019-05-23
0000145,Samsung,watch340,93605.1,2019-01-13
0000146,Samsung,galaxy10,94114.68,2019-06-04
0000147,Apple,Macbook512,15459.3,2018-06-29
0000148,Apple,iphone13,31709.18,2019-11-18
0000149,Samsung,galaxy10,36522.66,2019-11-12
0000150,Samsung,watch340,60595.04,2020-01-30
0000151,Samsung,galaxy12,81060.14,2019-02-15
0000152,Apple,IpadMini,40245.66,2020-02-29
0000153,Apple,iphone13,93205.34,2018-08-31
0000154,Apple,iphone13,31587.27,2018-09-14
0000155,Samsung,galaxy10,63376.43,2018-12-18
0000156,Nokia,Nk320,84005.1,2018-11-12
0000157,Samsung,galaxy13,30541.54,2019-10-31
0000158,Nokia,Nk320,53750.01,2019-10-10
0000159,Apple,iphoneSE,23317.71,2019-07-28
0000160,Apple,Macbook512,36119.15,2019-01-12
0000161,Apple,iphoneSE,87522.16,2019-07-09
0000162,Nokia,Nk320,73753.33,2019-05-12
0000163,Nokia,Nk500,49279.96,2019-11-17
0000164,Apple,iphone13,93621.31,2019-04-08
0000165,Nokia,Nk320,39424.08,2019-07-07
0000166,Nokia,Nk320,62432.35,2020-04-27
0000167,Samsung,galaxy13,56298.75,2018-09-02
0000168,Apple,IpadMax,61839.86,2020-03-02
0000169,Samsung,galaxy11,339.17,2019-01-10
0000170,Nokia,Nk400,99671.15,2019-12-11
0000171,Apple,laptop256,6020.54,2018-05-17
0000172,Apple,IpadMax,96812.78,2020-01-01
0000173,Samsung,galaxy10,36469.39,2018-05-25
0000174,Nokia,Nk500,57912.36,2018-09-22
0000175,Apple,iphoneSE,89571.84,2019-03-21
0000176,Apple,laptop256,3526.98,2018-07-21
0000177,Apple,iphoneSE,8246.29,2020-04-16
0000178,Apple,iphone13,79456.45,2019-05-02
0000179,Nokia,Nk320,73785.54,2019-07-13
0000180,Apple,laptop256,43617.88,2020-03-09
0000181,Nokia,Nk320,5984.34,2019-12-04
0000182,Apple,IpadMini,55761.4,2019-02-16
0000183,Samsung,watch340,76870.71,2018-08-18
0000184,Nokia,Nk400,16182.38,2019-12-10
0000185,Apple,IpadMini,17685.36,2020-01-25
0000186,Apple,iphone11,73819.59,2018-12-03
0000187,Nokia,Nk320,36191.35,2019-04-22
0000188,Nokia,Nk500,91464.73,2018-08-03
0000189,Samsung,watch340,49601.1,2019-03-06
0000190,Apple,iphone12,98410.38,2019-03-28
0000191,Nokia,Nk500,22121.81,2018-10-27
0000192,Apple,IpadMax,41806.32,2019-05-16
0000193,Samsung,galaxy11,26281.7,2019-12-31
0000194,Apple,IpadMax,94894.39,2018-12-20
0000195,Samsung,galaxy12,44044.3,2019-09-19
0000196,Samsung,watch340,41809.67,2019-07-26
0000197,Nokia,Nk400,40415.11,2019-02-17
0000198,Samsung,galaxy13,7756.96,2018-08-06
0000199,Apple,Macbook512,78658.43,2019-06-21
0000200,Nokia,Nk320,69990.29,2019-01-08
0000201,Apple,IpadMax,9684.14,2020-03-23
0000202,Nokia,Nk500,7488.7,2020-01-16
0000203,Apple,iphoneSE,96321.13,2018-10-07
0000204,Apple,iphone13,17462.08,2018-06-05
0000205,Samsung,galaxy12,9497.47,2018-10-28
0000206,Nokia,Nk320,39235.22,2018-10-15
0000207,Apple,IpadMax,22872.31,2018-08-18
0000208,Samsung,galaxy11,39051.84,2019-11-27
0000209,Nokia,Nk320,12293.69,2020-01-10
0000210,Apple,IpadMini,76963.09,2019-08-29
0000211,Nokia,Nk400,23257.32,2018-05-26
0000212,Samsung,galaxy10,75292.93,2019-12-21
0000213,Apple,iphone11,53421.39,2018-06-13
0000214,Samsung,watch340,94432.23,2018-08-05
0000215,Nokia,Nk320,62315.77,2018-12-18
0000216,Nokia,Nk500,53815.73,2020-03-18
0000217,Apple,iphone11,36670.27,2018-10-29
0000218,Nokia,Nk400,1762.73,2019-12-13
0000219,Apple,IpadMax,71619.57,2020-01-22
0000220,Nokia,Nk400,10922.75,2019-02-14
0000221,Nokia,Nk500,52312.98,2019-04-23
0000222,Samsung,galaxy12,83298.22,2018-06-12
0000223,Samsung,galaxy12,10624.83,2018-10-22
0000224,Apple,IpadMax,25406.91,2019-07-10
0000225,Nokia,Nk320,18623.1,2019-09-16
0000226,Nokia,Nk500,93516.89,2018-09-12
0000227,Nokia,Nk400,72862.97,2018-06-23
0000228,Samsung,galaxy13,64641.76,2019-06-11
0000229,Nokia,Nk320,83173.93,2019-08-30
0000230,Apple,iphoneSE,41168.04,2019-08-13
0000231,Samsung,watch340,90841.15,2018-08-23
0000232,Samsung,galaxy13,44705.34,2018-09-02
0000233,Samsung,galaxy11,54548.97,2019-01-16
0000234,Nokia,Nk500,45197.88,2018-10-23
0000235,Apple,iphone12,47369.55,2019-05-01
0000236,Samsung,galaxy13,88324.19,2019-03-28
0000237,Samsung,galaxy12,72705.76,2019-08-30
0000238,Samsung,watch340,3029.94,2020-04-15
0000239,Nokia,Nk400,9683.81,2019-10-12
0000240,Apple,IpadMax,58648.88,2019-03-07
0000241,Apple,IpadMax,32540.08,2019-08-23
0000242,Nokia,Nk320,95133.01,2019-10-04
0000243,Nokia,Nk400,66190.98,2019-04-19
0000244,Samsung,galaxy10,53857.05,2019-07-24
0000245,Apple,iphone12,632.72,2018-06-30
0000246,Apple,laptop256,58776.63,2019-11-02
0000247,Nokia,Nk320,41555.54,2020-03-26
0000248,Nokia,Nk500,25755.08,2018-05-22
0000249,Samsung,galaxy13,10865.44,2018-07-29
0000250,Apple,laptop256,74663.17,2019-10-28
0000251,Nokia,Nk500,4544.31,2019-05-13
0000252,Nokia,Nk500,96402.79,2018-10-31
0000253,Nokia,Nk320,50734.26,2020-03-09
0000254,Samsung,galaxy10,32424.73,2018-08-07
0000255,Apple,laptop256,40601.32,2019-08-25
0000256,Apple,Macbook512,18620.53,2019-09-01
0000257,Samsung,galaxy10,35279.26,2020-01-22
0000258,Nokia,Nk320,2790.9,2019-10-06
0000259,Nokia,Nk320,36796.42,2019-08-03
0000260,Nokia,Nk320,83605.38,2018-11-21
0000261,Samsung,galaxy11,29166.62,2020-01-07
0000262,Nokia,Nk320,7951.11,2018-10-29
0000263,Nokia,Nk320,95050.24,2019-07-04
0000264,Nokia,Nk400,52935.61,2020-01-28
0000265,Samsung,galaxy13,39339.78,2019-11-19
0000266,Samsung,galaxy10,52611.67,2019-01-27
0000267,Nokia,Nk400,48390.58,2019-05-12
0000268,Nokia,Nk400,53062.83,2018-10-01
0000269,Nokia,Nk400,97679.54,2020-02-20
0000270,Samsung,watch320,37045.41,2019-03-16
0000271,Nokia,Nk500,59959.52,2018-09-20
0000272,Apple,laptop256,31119.92,2020-03-05
0000273,Samsung,watch320,45658.55,2018-11-14
0000274,Samsung,watch320,20134.46,2019-06-22
0000275,Nokia,Nk400,14916.63,2019-07-08
0000276,Apple,IpadMax,2322.3,2019-07-30
0000277,Apple,Macbook512,31243.18,2020-03-27
0000278,Nokia,Nk500,78487.6,2018-06-28
0000279,Nokia,Nk400,3079.77,2018-11-21
0000280,Apple,iphoneSE,7375.85,2020-01-19
0000281,Samsung,galaxy11,21978.22,2019-03-13
0000282,Apple,IpadMax,97113.67,2019-01-27
0000283,Samsung,galaxy13,29697.96,2018-10-12
0000284,Samsung,galaxy12,33348.28,2019-01-09
0000285,Nokia,Nk320,40563.8,2019-05-21
0000286,Apple,iphone13,72160.08,2018-08-08
0000287,Samsung,galaxy13,34689.16,2018-08-07
0000288,Nokia,Nk500,94190.22,2018-10-30
0000289,Nokia,Nk400,43547.22,2019-10-15
0000290,Apple,iphoneSE,87135.32,2019-03-08
0000291,Apple,iphone11,5169.5,2020-04-28
0000292,Nokia,Nk320,20329.31,2018-09-10
0000293,Apple,IpadMax,6661.3,2020-04-14
0000294,Samsung,galaxy11,43964.85,2018-08-09
0000295,Apple,iphone12,12563.91,2019-05-14
0000296,Samsung,galaxy11,58981.7,2019-10-22
0000297,Apple,iphoneSE,60257.25,2018-05-14
0000298,Samsung,galaxy12,61331.21,2018-09-17
0000299,Apple,iphone12,37809.73,2019-07-13
0000300,Samsung,galaxy10,4794.12,2019-12-18
0000301,Samsung,watch320,33691.33,2019-09-20
0000302,Apple,IpadMini,15788.81,2019-05-20
0000303,Nokia,Nk400,13496.13,2019-12-27
0000304,Apple,iphone13,393.5,2020-04-15
0000305,Apple,iphoneSE,42228.83,2018-05-09
0000306,Samsung,galaxy11,22507.27,2018-08-21
0000307,Apple,iphoneSE,92966.7,2018-12-13
0000308,Apple,iphone12,94609.48,2020-04-20
0000309,Apple,iphone13,60158.48,2019-04-29
0000310,Nokia,Nk320,73747.0,2020-04-17
0000311,Samsung,watch340,70351.45,2020-04-15
0000312,Samsung,galaxy10,76115.35,2018-06-12
0000313,Samsung,galaxy13,73088.07,2018-11-13
0000314,Apple,laptop256,4589.0,2019-01-08
0000315,Apple,laptop256,5401.63,2018-11-11
0000316,Apple,laptop256,8414.19,2019-10-07
0000317,Samsung,watch340,25512.87,2018-12-22
0000318,Apple,IpadMini,34215.75,2020-04-27
0000319,Apple,laptop256,60378.34,2019-08-08
0000320,Samsung,galaxy12,6098.93,2019-08-05
0000321,Apple,Macbook512,3441.99,2019-01-02
0000322,Apple,iphoneSE,45661.48,2019-08-16
0000323,Samsung,galaxy13,2805.81,2018-08-13
0000324,Samsung,watch320,64642.37,2018-11-20
0000325,Apple,iphone11,13920.52,2019-01-17
0000326,Samsung,watch320,8121.92,2019-01-27
0000327,Nokia,Nk320,80884.07,2019-08-08
0000328,Nokia,Nk320,68348.04,2019-01-20
0000329,Apple,laptop256,83892.57,2020-01-08
0000330,Samsung,galaxy10,41676.39,2019-06-29
0000331,Nokia,Nk400,6444.61,2019-07-12
0000332,Nokia,Nk320,86912.63,2019-06-21
0000333,Samsung,galaxy13,82198.8,2018-08-11
0000334,Samsung,galaxy12,34466.77,2019-08-04
0000335,Nokia,Nk320,31542.11,2019-01-27
0000336,Nokia,Nk400,43289.96,2019-10-16
0000337,Samsung,galaxy11,14955.53,2020-02-29
0000338,Nokia,Nk500,82993.03,2019-03-13
0000339,Samsung,galaxy11,36384.89,2018-11-08
0000340,Samsung,watch320,58243.04,2018-11-17
0000341,Nokia,Nk400,37602.19,2020-04-04
0000342,Samsung,galaxy13,44859.03,2019-06-06
0000343,Apple,iphoneSE,95168.16,2020-04-01
0000344,Apple,IpadMini,10204.44,2018-11-13
0000345,Apple,Macbook512,64175.87,2019-03-19
0000346,Samsung,galaxy13,51936.64,2019-07-24
0000347,Samsung,galaxy10,70770.21,2018-07-23
0000348,Nokia,Nk320,34075.34,2018-05-20
0000349,Apple,iphone13,91382.03,2019-05-16
0000350,Samsung,galaxy10,58659.71,2018-05-29
0000351,Samsung,galaxy11,31861.66,2019-10-24
0000352,Apple,iphone13,42733.08,2019-03-29
0000353,Apple,iphone12,31733.93,2019-11-06
0000354,Apple,iphone12,22824.78,2019-04-29
0000355,Nokia,Nk500,60968.23,2019-06-10
0000356,Apple,iphone11,85035.86,2020-03-21
0000357,Apple,Macbook512,23811.55,2020-04-07
0000358,Samsung,galaxy12,2842.92,2020-04-06
0000359,Apple,IpadMini,12641.38,2019-04-02
0000360,Apple,IpadMini,7448.67,2018-11-12
0000361,Apple,iphone12,22551.75,2019-01-21
0000362,Apple,iphone11,64744.51,2018-11-17
0000363,Nokia,Nk400,41802.99,2018-10-07
0000364,Samsung,watch320,88151.21,2019-06-18
0000365,Nokia,Nk320,84282.68,2018-08-15
0000366,Apple,IpadMax,31815.1,2019-10-31
0000367,Apple,IpadMini,28882.75,2020-04-25
0000368,Apple,iphoneSE,97244.09,2019-04-26
0000369,Samsung,galaxy12,51093.35,2019-02-11
0000370,Samsung,watch320,61931.96,2020-03-22
0000371,Nokia,Nk500,12662.28,2019-12-04
0000372,Apple,Macbook512,14370.17,2019-09-09
0000373,Samsung,galaxy10,50774.47,2019-09-22
0000374,Samsung,galaxy12,57064.49,2019-07-09
0000375,Nokia,Nk400,46746.11,2019-03-06
0000376,Samsung,galaxy12,79993.04,2018-12-04
0000377,Nokia,Nk500,24336.57,2019-05-13
0000378,Nokia,Nk500,62841.66,2019-04-22
0000379,Apple,iphone11,56489.83,2018-06-24
0000380,Samsung,galaxy11,10241.78,2019-12-14
0000381,Apple,iphone12,9344.09,2018-05-01
0000382,Apple,iphone13,88531.64,2018-10-19
0000383,Apple,laptop256,24624.61,2019-07-15
0000384,Apple,IpadMax,91817.31,2018-06-16
0000385,Nokia,Nk320,59088.93,2018-06-13
0000386,Samsung,galaxy13,18600.74,2019-10-18
0000387,Samsung,watch320,500.92,2019-09-08
0000388,Apple,IpadMini,89008.14,2018-07-20
0000389,Apple,laptop256,70361.51,2018-09-15
0000390,Apple,IpadMax,85731.24,2020-02-14
0000391,Nokia,Nk500,8547.21,2020-01-07
0000392,Nokia,Nk320,11914.91,2018-05-02
0000393,Apple,iphone11,33554.42,2019-05-10
0000394,Samsung,galaxy11,2647.0,2020-02-20
0000395,Samsung,watch340,65112.33,2019-02-04
0000396,Apple,iphone12,55778.16,2019-01-12
0000397,Apple,Macbook512,61516.75,2018-12-10
0000398,Apple,IpadMini,76321.45,2019-04-17
0000399,Nokia,Nk500,48333.45,2018-12-30
0000400,Samsung,galaxy12,33168.01,2019-01-07
0000401,Samsung,watch320,24610.92,2019-12-01
0000402,Apple,iphone13,63288.54,2019-03-22
0000403,Apple,iphone12,91807.83,2018-05-06
0000404,Apple,iphone12,34228.94,2019-11-11
0000405,Apple,IpadMax,3041.48,2019-06-01
0000406,Samsung,galaxy12,4389.36,2018-05-13
0000407,Apple,iphone12,55586.92,2018-05-05
0000408,Apple,iphone11,48057.81,2019-03-01
0000409,Nokia,Nk400,70868.43,2019-01-31
0000410,Nokia,Nk500,94402.09,2019-12-02
0000411,Samsung,watch320,39972.67,2018-07-29
0000412,Samsung,watch340,83665.13,2019-02-08
0000413,Nokia,Nk500,66653.99,2019-01-18
0000414,Samsung,galaxy12,59742.72,2019-04-12
0000415,Apple,iphoneSE,99368.14,2019-04-07
0000416,Nokia,Nk400,75112.52,2019-08-07
0000417,Apple,iphone11,73528.83,2019-06-25
0000418,Samsung,galaxy12,55342.09,2018-06-05
0000419,Samsung,watch340,96898.02,2018-06-09
0000420,Apple,iphone11,59055.71,2018-07-11
0000421,Nokia,Nk320,82638.07,2019-05-15
0000422,Samsung,watch340,67018.17,2020-04-12
0000423,Apple,iphone12,42733.02,2018-10-04
0000424,Apple,iphoneSE,84263.3,2020-01-21
0000425,Samsung,galaxy13,3186.19,2018-08-16
0000426,Apple,IpadMax,14907.9,2019-07-25
0000427,Apple,Macbook512,58760.96,2019-08-08
0000428,Apple,iphone13,54351.83,2019-04-02
0000429,Samsung,galaxy12,56992.27,2018-07-25
0000430,Nokia,Nk500,13147.99,2019-06-05
0000431,Samsung,watch340,22722.59,2019-11-12
0000432,Apple,iphoneSE,4379.0,2020-02-03
0000433,Apple,IpadMax,12423.66,2018-12-21
0000434,Samsung,watch340,60491.37,2020-01-22
0000435,Apple,iphone12,86443.38,2019-09-28
0000436,Apple,iphone12,82068.08,2018-11-11
0000437,Nokia,Nk320,65611.59,2018-11-01
0000438,Samsung,watch340,2987.2,2019-10-05
0000439,Nokia,Nk400,7013.82,2019-01-14
0000440,Apple,iphone12,82612.28,2020-03-04
0000441,Samsung,galaxy10,29981.62,2018-06-07
0000442,Nokia,Nk400,21942.62,2019-05-01
0000443,Apple,IpadMax,68726.92,2019-12-18
0000444,Samsung,galaxy10,24813.69,2019-11-30
0000445,Samsung,galaxy12,86320.96,2018-11-15
0000446,Apple,iphoneSE,8042.66,2019-05-06
0000447,Apple,iphone13,40030.08,2019-08-31
0000448,Apple,IpadMax,9165.12,2018-07-08
0000449,Apple,laptop256,32352.41,2018-08-04
0000450,Apple,IpadMini,37280.72,2018-12-14
0000451,Samsung,galaxy13,97244.15,2020-02-13
0000452,Nokia,Nk400,60626.95,2018-11-08
0000453,Apple,iphone13,41209.11,2019-03-14
0000454,Nokia,Nk320,58604.59,2018-05-06
0000455,Nokia,Nk500,42621.53,2018-11-19
0000456,Apple,iphone13,52690.53,2018-11-04
0000457,Apple,IpadMax,24914.6,2020-03-06
0000458,Nokia,Nk400,17372.04,2019-02-13
0000459,Apple,Macbook512,8490.95,2018-10-26
0000460,Nokia,Nk400,13899.23,2018-07-29
0000461,Samsung,galaxy13,14079.19,2018-10-17
0000462,Samsung,galaxy13,42879.96,2019-08-02
0000463,Samsung,galaxy11,70621.52,2019-01-21
0000464,Nokia,Nk320,9085.87,2019-02-19
0000465,Samsung,galaxy12,35517.0,2018-08-15
0000466,Samsung,watch320,73134.14,2020-04-08
0000467,Apple,iphone13,36887.03,2019-07-01
0000468,Apple,IpadMax,56732.71,2018-08-21
0000469,Apple,iphone12,5935.35,2018-11-27
0000470,Nokia,Nk500,22183.99,2019-06-01
0000471,Nokia,Nk400,22842.52,2019-09-22
0000472,Samsung,galaxy11,53266.3,2018-09-18
0000473,Samsung,galaxy10,31159.59,2019-01-04
0000474,Nokia,Nk320,39924.6,2019-08-01
0000475,Nokia,Nk400,60164.19,2019-12-21
0000476,Samsung,galaxy10,11136.69,2019-06-05
0000477,Nokia,Nk320,40478.75,2019-11-05
0000478,Nokia,Nk320,64111.2,2019-05-25
0000479,Apple,Macbook512,11818.04,2020-03-06
0000480,Nokia,Nk400,63656.83,2019-01-05
0000481,Nokia,Nk500,5574.59,2019-12-27
0000482,Nokia,Nk400,20251.22,2018-07-12
0000483,Apple,iphone12,62535.24,2018-11-19
0000484,Samsung,galaxy10,31577.16,2019-04-26
0000485,Samsung,watch340,24959.15,2018-06-08
0000486,Samsung,galaxy10,23082.73,2018-12-01
0000487,Samsung,galaxy13,91099.86,2019-12-13
0000488,Nokia,Nk500,46226.29,2019-07-11
0000489,Samsung,galaxy10,55113.98,2019-03-22
0000490,Nokia,Nk500,15605.16,2019-07-22
0000491,Samsung,galaxy11,81995.08,2019-02-07
0000492,Nokia,Nk400,72630.99,2018-07-19
0000493,Apple,Macbook512,72766.25,2020-04-12
0000494,Nokia,Nk500,10688.31,2019-10-10
0000495,Nokia,Nk500,13457.6,2020-03-31
0000496,Apple,iphone12,66380.07,2019-11-23
0000497,Nokia,Nk500,78603.14,2018-06-02
0000498,Samsung,galaxy10,7494.16,2019-04-25
0000499,Samsung,watch340,34940.45,2019-01-15
0000500,Nokia,Nk320,48890.8,2018-09-20
0000501,Apple,IpadMax,38049.35,2018-09-03
0000502,Nokia,Nk400,36197.34,2018-09-11
0000503,Samsung,watch340,35489.82,2020-03-16
0000504,Samsung,galaxy11,4701.81,2018-09-01
0000505,Apple,iphone11,76915.49,2018-10-04
0000506,Nokia,Nk320,39026.95,2020-03-03
0000507,Nokia,Nk500,83629.03,2018-10-05
0000508,Nokia,Nk320,26916.25,2019-11-22
0000509,Samsung,galaxy11,81766.7,2018-09-05
0000510,Apple,iphoneSE,66878.72,2018-10-30
0000511,Nokia,Nk500,6732.48,2019-04-23
0000512,Nokia,Nk320,97139.74,2018-12-24
0000513,Apple,laptop256,31335.37,2019-12-13
0000514,Nokia,Nk500,82063.62,2018-09-17
0000515,Nokia,Nk400,30755.45,2019-12-12
0000516,Apple,iphone11,88306.55,2018-11-30
0000517,Apple,Macbook512,67116.25,2018-07-11
0000518,Nokia,Nk320,52059.09,2018-10-23
0000519,Nokia,Nk320,62924.33,2020-01-15
0000520,Apple,iphone11,59438.88,2018-06-06
0000521,Nokia,Nk400,75009.85,2018-09-02
0000522,Nokia,Nk320,27747.42,2018-09-13
0000523,Apple,iphone11,80818.24,2019-09-06
0000524,Nokia,Nk400,10386.86,2018-11-11
0000525,Samsung,watch340,75473.44,2019-12-27
0000526,Samsung,galaxy13,26333.63,2018-07-10
0000527,Apple,iphone13,61059.46,2019-02-20
0000528,Nokia,Nk400,8081.19,2019-05-05
0000529,Apple,iphone12,80208.96,2019-01-03
0000530,Nokia,Nk500,23017.87,2020-03-03
0000531,Apple,Macbook512,74083.9,2020-02-02
0000532,Samsung,watch340,69503.69,2019-10-18
0000533,Apple,IpadMini,88254.05,2018-07-24
0000534,Apple,IpadMax,59082.53,2018-06-30
0000535,Nokia,Nk400,31417.32,2018-11-01
0000536,Apple,iphone12,63439.56,2018-07-15
0000537,Apple,iphone11,50353.46,2020-03-06
